hurst_exponent,algorithm,chunk_size,hvg_total,hvg_mean,hvg_median,hvg_std,merge_total,merge_mean,merge_median,merge_std
0.2,dual_tree_hvg,135168,2.6053961431607604,0.32567451789509505,0.3306824329774827,0.054388850554029075,0.0019474695436656475,0.0002782099348093782,0.00024433480575680733,9.649921051617578e-05
0.2,dual_tree_hvg,139264,1.6263391650281847,0.20329239562852308,0.21104484843090177,0.039535777698146056,0.0016902205534279346,0.00024146007906113352,0.00020720576867461205,0.00011549003837122192
0.2,dual_tree_hvg,143360,2.3685316634364426,0.2960664579295553,0.3099982349667698,0.08954622893777052,0.0020055007189512253,0.0002865001027073179,0.00025846483185887337,0.00012276903796654956
0.2,dual_tree_hvg,147456,1.5609312932938337,0.19511641166172922,0.21496701310388744,0.06661426688526169,0.0014758533798158169,0.00021083619711654528,0.00016779499128460884,0.00012513563658015693
0.2,dual_tree_hvg,151552,1.9723165398463607,0.28175950569233726,0.2777061923407018,0.03333858831768631,0.0014303461648523808,0.00023839102747539678,0.00020729051902890205,9.864856394763831e-05
0.2,dual_tree_hvg,155648,1.652562107425183,0.23608030106074043,0.24178485292941332,0.02978488553940604,0.0015209740959107876,0.00025349568265179795,0.00022975169122219086,0.00014804593150141913
0.2,dual_tree_hvg,159744,1.9596232832409441,0.2799461833201349,0.28924572793766856,0.05406794044560418,0.0017037936486303806,0.00028396560810506344,0.00025242078118026257,9.826983865553628e-05
0.2,dual_tree_hvg,163840,2.1404465925879776,0.3057780846554254,0.32883210200816393,0.07642392941445936,0.0016498030163347721,0.0002749671693891287,0.00023256591521203518,9.298714401134257e-05
0.2,dual_tree_hvg,167936,1.6348762037232518,0.23355374338903598,0.2587457560002804,0.07422256692267926,0.0013412190601229668,0.00022353651002049446,0.0002200016751885414,8.4563685686452e-05
0.2,dual_tree_hvg,172032,1.9047059048898518,0.27210084355569314,0.30521130701527,0.10284589326056617,0.001505549531430006,0.000250924921905001,0.00020136008970439434,0.00010544011784055732
0.2,dual_tree_hvg,176128,2.0180090428330004,0.3363348404721667,0.3461834779009223,0.038131198326027106,0.0015328684821724892,0.00030657369643449783,0.0002528158947825432,0.00010628115202641612
0.2,dual_tree_hvg,180224,2.31505776476115,0.385842960793525,0.3857098564039916,0.045051436557083116,0.0014617107808589935,0.0002923421561717987,0.0002823355607688427,6.687042681309862e-05
0.2,dual_tree_hvg,184320,2.1041600620374084,0.3506933436729014,0.3638769013341516,0.053520850913744186,0.0011380482465028763,0.00022760964930057526,0.00020889518782496452,0.00010005867602092747
0.2,dual_tree_hvg,188416,2.758817996364087,0.4598029993940145,0.44240964483469725,0.1277677024267562,0.0012405370362102985,0.0002481074072420597,0.0002041650004684925,0.00010813129417932315
0.2,dual_tree_hvg,192512,1.6401285072788596,0.2733547512131433,0.29322159895673394,0.07289196849532431,0.0011111828498542309,0.0002222365699708462,0.00022940710186958313,0.00010081445036550054
0.2,dual_tree_hvg,196608,2.9903130079619586,0.4983855013269931,0.5490271642338485,0.14947824307919017,0.0017422125674784184,0.00034844251349568366,0.00022439612075686455,0.0002367048440673832
0.2,dual_tree_hvg,200704,2.3812234955839813,0.3968705825973302,0.44307754235342145,0.14205948710633068,0.001506900880485773,0.0003013801760971546,0.00019782362505793571,0.0001729676362466271
0.2,dual_tree_hvg,204800,1.917480262927711,0.3195800438212852,0.3525247205980122,0.1314596627288862,0.0014169979840517044,0.0002833995968103409,0.000226655974984169,0.00019008024143687483
0.2,dual_tree_hvg,208896,2.674251372460276,0.44570856207671267,0.5154331715311855,0.20015554791650347,0.0014018365181982517,0.0002803673036396503,0.0002362458035349846,0.0001414365400298651
0.2,dual_tree_hvg,212992,2.720572193618864,0.5441144387237727,0.5281022572889924,0.04886301782573034,0.0012297509238123894,0.00030743773095309734,0.00024426612071692944,0.00016538148736777226
0.2,dual_tree_hvg,217088,2.0794632169418037,0.41589264338836074,0.4203328499570489,0.05045740232406504,0.00113665871322155,0.0002841646783053875,0.0002573269885033369,0.00011161944812280376
0.2,dual_tree_hvg,221184,1.5355550847016275,0.3071110169403255,0.31573587376624346,0.04838596760289977,0.0011607329361140728,0.0002901832340285182,0.00023801205679774284,0.00014514262511952557
0.2,dual_tree_hvg,225280,1.66021638084203,0.332043276168406,0.34568473463878036,0.06078498354018863,0.0011398233473300934,0.00028495583683252335,0.00029221363365650177,0.00010529390194703825
0.2,dual_tree_hvg,229376,2.014775608666241,0.4029551217332482,0.4299660469405353,0.09046786702002607,0.0011242087930440903,0.00028105219826102257,0.000263001536950469,8.08820396343344e-05
0.2,dual_tree_hvg,233472,1.5889806663617492,0.31779613327234985,0.3326654057018459,0.08493744191668402,0.0010051303543150425,0.0002512825885787606,0.00020820111967623234,0.00013845252512560997
0.2,dual_tree_hvg,237568,2.0597650818526745,0.4119530163705349,0.4659401779063046,0.13078879885363587,0.0010972283780574799,0.00027430709451436996,0.0002531665377318859,8.172935188925526e-05
0.2,dual_tree_hvg,241664,1.9106630585156381,0.3821326117031276,0.4306935449130833,0.1300390603361438,0.0012383726425468922,0.00030959316063672304,0.0002572967205196619,0.00010913587950685322
0.2,dual_tree_hvg,245760,2.4636361291632056,0.4927272258326411,0.5521816359832883,0.19313963724941527,0.0011838637292385101,0.00029596593230962753,0.00023060431703925133,0.00015443041747937046
0.2,dual_tree_hvg,249856,1.644589343573898,0.3289178687147796,0.3846057769842446,0.13246213108668056,0.0010855617001652718,0.00027139042504131794,0.00020155077800154686,0.00015980234605464657
0.2,dual_tree_hvg,253952,1.9298857124522328,0.38597714249044657,0.4562766011804342,0.17039019196888952,0.0010069753043353558,0.00025174382608383894,0.000212780199944973,0.00014943719584077926
0.2,dual_tree_hvg,258048,2.6707050227560103,0.5341410045512021,0.6374480873346329,0.25903809842359493,0.001365934032946825,0.00034148350823670626,0.00033369800075888634,0.00014430722707602258
0.2,dual_tree_hvg,262144,2.549954842310399,0.5099909684620798,0.6211692052893341,0.25589470497888606,0.0010608015581965446,0.00026520038954913616,0.000268805306404829,0.00011314899859232121
0.2,binary_search_hvg,4096,14.863047705497593,0.05783287044940698,0.038819773122668266,0.10426060441707373,0.16906958119943738,0.0006604280515603023,0.0005294005386531353,0.0004694859242198566
0.2,binary_search_hvg,8192,11.531561174429953,0.08939194708860429,0.07270331494510174,0.06947870572052109,0.07318500010296702,0.0005717578133044299,0.00036477064713835716,0.0004901128762972926
0.2,binary_search_hvg,12288,18.26519687427208,0.2123860101659544,0.16283848555758595,0.14383264707437712,0.05126288207247853,0.0006030927302644534,0.00039029819890856743,0.0005048222590630561
0.2,binary_search_hvg,16384,14.558307514060289,0.22397396175477366,0.19286446971818805,0.11282891236540048,0.04824942070990801,0.0007538971985923126,0.0003625510726124048,0.0008589156651229271
0.2,binary_search_hvg,20480,15.437126507051289,0.29686781744329405,0.26267278497107327,0.12203400296167126,0.031099552754312754,0.0006097951520453481,0.0004123118706047535,0.0005974540076573493
0.2,binary_search_hvg,24576,16.71369274891913,0.3886905290446309,0.3307482819072902,0.17061303385152873,0.041453075129538774,0.0009869779792747327,0.00034390343353152275,0.0014019987835603496
0.2,binary_search_hvg,28672,21.06425277609378,0.5693041290836157,0.43472359981387854,0.30310086815281934,0.022869795095175505,0.0006352720859770974,0.00037044985219836235,0.0007739790048057022
0.2,binary_search_hvg,32768,18.415725922212005,0.5580523006730911,0.4879777538590133,0.21406290181200763,0.02199149364605546,0.0006872341764392331,0.0003344935830682516,0.0012356933583200001
0.2,binary_search_hvg,36864,21.27895896555856,0.7337572057089158,0.6707534068264067,0.24511097570298093,0.02017217641696334,0.0007204348720344049,0.00039408355951309204,0.0013635562775025968
0.2,binary_search_hvg,40960,22.69935461366549,0.8730521005255958,0.7809847334865481,0.26034446333386674,0.018253711983561516,0.0007301484793424606,0.00042294804006814957,0.0011927469437790523
0.2,binary_search_hvg,45056,17.861791683826596,0.7442413201594414,0.6731950861867517,0.28199706740697494,0.01392832538112998,0.0006055793643969556,0.000285537913441658,0.0009764590719831464
0.2,binary_search_hvg,49152,24.54403461376205,1.1156379369891842,1.0796246915124357,0.35294275977840234,0.02087556105107069,0.000994074335765271,0.000261564739048481,0.0017156766090730246
0.2,binary_search_hvg,53248,19.89154090406373,0.9945770452031866,0.9644754945766181,0.2232261133555489,0.02582632191479206,0.0013592801007785294,0.0003742901608347893,0.002474249052146667
0.2,binary_search_hvg,57344,22.06275024265051,1.1611973811921321,1.1878349091857672,0.3848026313386952,0.01099734753370285,0.0006109637518723806,0.00043483590707182884,0.0005874535590383856
0.2,binary_search_hvg,61440,21.56885061133653,1.198269478407585,1.2092252504080534,0.3861054538087724,0.027352651581168175,0.0016089795047745986,0.000437331385910511,0.0042013728781601254
0.2,binary_search_hvg,65536,19.037574643734843,1.1198573319844025,1.1208572420291603,0.35790185993339174,0.019990029744803905,0.001249376859050244,0.0003297694493085146,0.0028908465928515243
0.2,binary_search_hvg,69632,21.367590431123972,1.3354744019452482,1.3136269128881395,0.4258224437022531,0.008216172456741333,0.0005477448304494222,0.0003648987039923668,0.0004931553359108904
0.2,binary_search_hvg,73728,17.796920694876462,1.186461379658431,1.1730312388390303,0.35669852755155484,0.01780940778553486,0.0012721005561096327,0.000397971598431468,0.002295834364538897
0.2,binary_search_hvg,77824,24.262286248616874,1.7330204463297767,1.7134942503180355,0.39830449311494465,0.004879889078438282,0.0003753760829567909,0.0003247666172683239,0.00025175884482967164
0.2,binary_search_hvg,81920,22.08304099738598,1.698695461337383,1.606374654918909,0.3617897096312676,0.027709811460226774,0.002309150955018898,0.0004400222096592188,0.004471860329127668
0.2,binary_search_hvg,86016,20.039298648945987,1.5414845114573836,1.5796047751791775,0.46296112663169836,0.005380236078053713,0.00044835300650447607,0.0004027215763926506,0.0002333643487726281
0.2,binary_search_hvg,90112,22.6951492279768,1.8912624356647332,1.9037147355265915,0.39661746726239744,0.00396673334762454,0.00036061212251132184,0.0003319079987704754,0.00017790635038081838
0.2,binary_search_hvg,94208,23.70363331818953,1.9753027765157942,2.0246042509097606,0.6141829588623833,0.004185378085821867,0.000380488916892897,0.0002874080091714859,0.00017342156432521914
0.2,binary_search_hvg,98304,20.30996318347752,1.8463602894070474,1.8308558342978358,0.39461064224766873,0.006282424554228783,0.0006282424554228782,0.0006729550659656525,0.0004194628443184706
0.2,binary_search_hvg,102400,22.472626529168338,2.0429660481062126,2.229466413613409,0.6099614679666413,0.005856432020664215,0.0005856432020664215,0.00048092729412019253,0.00041300752874577905
0.2,binary_search_hvg,106496,23.41692604823038,2.341692604823038,2.3129199747927487,0.2744760378355535,0.0046274312771856785,0.0005141590307984087,0.0003385688178241253,0.0003881769716895933
0.2,binary_search_hvg,110592,24.798986934125423,2.4798986934125424,2.614636212820187,0.6418173103335039,0.0062288385815918446,0.0006920931757324272,0.0004492122679948807,0.0008275790614648557
0.2,binary_search_hvg,114688,22.323090673424304,2.23230906734243,2.3750642135273665,0.7583791335839074,0.005350087769329548,0.000594454196592172,0.00041705090552568436,0.000452317856251731
0.2,binary_search_hvg,118784,23.162878200877458,2.573653133430829,2.5398646546527743,0.29562763390852453,0.004018292762339115,0.0005022865952923894,0.00040945084765553474,0.00040148339236156577
0.2,binary_search_hvg,122880,20.353272021748126,2.261474669083125,2.2272198130376637,0.5728405715062123,0.0028058215975761414,0.00035072769969701767,0.0002941535785794258,0.000250129964056828
0.2,binary_search_hvg,126976,23.379952556919307,2.5977725063243673,2.829527703113854,0.8247099015769449,0.0028981948271393776,0.0003622743533924222,0.00033657834865152836,0.00013228491614110128
0.2,binary_search_hvg,131072,20.41373109910637,2.2681923443451524,2.568348364904523,0.8638827136332572,0.004200213123112917,0.0005250266403891146,0.00041348254308104515,0.0004806336542870295
0.2,binary_search_hvg,135168,23.6817218773067,2.9602152346633375,3.0474202709738165,0.30532334756973056,0.003362364135682583,0.0004803377336689404,0.00043809087947010994,0.0001445724346228114
0.2,binary_search_hvg,139264,23.53681321023032,2.94210165127879,3.101748980116099,0.6180956231112243,0.0029652873054146767,0.0004236124722020967,0.00044059334322810173,0.00018483242408756428
0.2,binary_search_hvg,143360,20.438382398802787,2.5547977998503484,2.831718735396862,0.8001711790589677,0.003302964847534895,0.0004718521210764136,0.00043022213503718376,0.0002227285683661891
0.2,binary_search_hvg,147456,25.55002547055483,3.1937531838193536,3.594837394542992,1.2383757650808753,0.0031361496075987816,0.0004480213725141117,0.0004337509162724018,0.00019665950445975255
0.2,binary_search_hvg,151552,25.338798944372684,3.619828420624669,3.2449186337180436,0.7713668674532113,0.002755060326308012,0.00045917672105133533,0.0004329732619225979,0.00024216775304698106
0.2,binary_search_hvg,155648,24.648964360821992,3.52128062297457,3.56724303169176,0.379365507318654,0.002194065600633621,0.0003656776001056035,0.0002932674251496792,0.00017324180092235074
0.2,binary_search_hvg,159744,24.9382289708592,3.5626041386941716,3.6924347816966474,0.5384539310441457,0.03184057818725705,0.005306763031209509,0.00041038054041564465,0.010957096076362199
0.2,binary_search_hvg,163840,25.112229182384908,3.5874613117692724,3.825678938999772,1.045613129108709,0.002348190639168024,0.000391365106528004,0.0003667343407869339,0.0001795231142434433
0.2,binary_search_hvg,167936,24.374841831624508,3.482120261660644,3.9607680733315647,1.2246764091225628,0.0031895930878818035,0.0005315988479803005,0.0004224805161356926,0.00033422278630002966
0.2,binary_search_hvg,172032,20.708118163980544,2.9583025948543633,3.4636876080185175,1.201627544942879,0.002979705575853586,0.0004966175959755977,0.0004663483705371618,0.00027098505836524586
0.2,binary_search_hvg,176128,24.95608810056001,4.159348016760002,4.297454973915592,0.4736387712569534,0.0017748819664120674,0.0003549763932824135,0.0002906080335378647,0.00018544802833248952
0.2,binary_search_hvg,180224,25.482417582534254,4.247069597089042,4.335820390144363,0.5686739577302552,0.001640236470848322,0.00032804729416966436,0.0002879491075873375,0.00014217520642995343
0.2,binary_search_hvg,184320,26.348659031558782,4.391443171926464,4.28300928324461,0.7120121563848176,0.0022316165268421173,0.00044632330536842346,0.0003544599749147892,0.00022312449725562874
0.2,binary_search_hvg,188416,27.55225912714377,4.592043187857295,5.033199140802026,0.8974014635851506,0.002518194727599621,0.0005036389455199241,0.0004281620495021343,0.0002554919078278999
0.2,binary_search_hvg,192512,34.78823598707095,5.798039331178491,5.5613263212144375,2.1893788271299486,0.0024347826838493347,0.0004869565367698669,0.0003698989748954773,0.00024591458086201015
0.2,binary_search_hvg,196608,27.3036099052988,4.5506016508831335,5.121138777351007,1.6790179393223263,0.003443209920078516,0.0006886419840157032,0.0005334760062396526,0.0004201731239696429
0.2,binary_search_hvg,200704,26.306844731792808,4.384474121965468,5.194376082858071,1.74180306829137,0.004882261622697115,0.0009764523245394229,0.0006404290907084942,0.000859662232364004
0.2,binary_search_hvg,204800,33.780287793371826,5.630047965561971,6.799241729080677,2.480773878298729,0.003223476931452751,0.0006446953862905503,0.0005260012112557888,0.00046880057168513425
0.2,binary_search_hvg,208896,29.380758620332927,4.896793103388821,5.681562277954072,2.3965762275027345,0.003593425266444683,0.0007186850532889366,0.0005892966873943806,0.00046832731077599667
0.2,binary_search_hvg,212992,25.81994439009577,5.163988878019154,5.336273544933647,0.492010933306239,0.003068208694458008,0.000767052173614502,0.0007440063636749983,0.0004464275740884431
0.2,binary_search_hvg,217088,26.92562978575006,5.385125957150012,5.559248486999422,0.5459701964161622,0.0028650336898863316,0.0007162584224715829,0.000627641100436449,0.00045770202272271156
0.2,binary_search_hvg,221184,23.03356681065634,4.606713362131268,4.979836186859757,0.5439319740751385,0.004252312704920769,0.0010630781762301922,0.0004972245078533888,0.0011349743036839382
0.2,binary_search_hvg,225280,27.31465979386121,5.462931958772242,5.785734564997256,0.9114668376129473,0.002686658874154091,0.0006716647185385227,0.00043599028140306473,0.0004824451269296003
0.2,binary_search_hvg,229376,30.984267146792263,6.196853429358453,6.28437958098948,1.4635851049999293,0.003945930395275354,0.0009864825988188386,0.00046301446855068207,0.0009960406705317266
0.2,binary_search_hvg,233472,30.67290059896186,6.134580119792372,6.583492890000343,1.120549749416187,0.015890092123299837,0.003972523030824959,0.000645241467282176,0.006040250686804707
0.2,binary_search_hvg,237568,22.9762946148403,4.59525892296806,5.298833255190402,1.3206976123639798,0.0032611838541924953,0.0008152959635481238,0.0006600595079362392,0.000545527935117492
0.2,binary_search_hvg,241664,26.577198075596243,5.3154396151192485,6.396562015172094,1.7542228585477477,0.0028144516982138157,0.0007036129245534539,0.0006942299660295248,0.0003251077943676258
0.2,binary_search_hvg,245760,39.545968619175255,7.909193723835051,9.268264817073941,3.8409094539323987,0.0028717443346977234,0.0007179360836744308,0.0006073908880352974,0.0004525879132076116
0.2,binary_search_hvg,249856,28.179950393736362,5.635990078747272,6.699064313899726,2.6113890908663646,0.002742169424891472,0.000685542356222868,0.0005845970008522272,0.00041222223062369176
0.2,binary_search_hvg,253952,28.09415783220902,5.618831566441804,7.026588805951178,2.674599648627982,0.0030303774401545525,0.0007575943600386381,0.0006393659859895706,0.0004522351461573976
0.2,binary_search_hvg,258048,28.508432705421,5.7016865410842,7.04980139201507,2.807125090242423,0.002903243526816368,0.000725810881704092,0.000582519918680191,0.0004460894675312912
0.2,binary_search_hvg,262144,24.129473397973925,4.825894679594785,6.174821875989437,2.470284926851481,0.0019280565902590752,0.0004820141475647688,0.0003297396469861269,0.0002990438668462078
0.25,dual_tree_hvg,4096,1.4741949532181025,0.005736167133144367,0.005645494442433119,0.001331493644631668,0.0547641534358263,0.0002139224743586965,0.0002065408043563366,6.206529128891536e-05
0.25,dual_tree_hvg,8192,1.5746100321412086,0.012206279318924098,0.01192535599693656,0.003328947110388512,0.029127091635018587,0.0002275554033985827,0.00021722097881138325,7.04319192914013e-05
0.25,dual_tree_hvg,12288,1.944892497267574,0.022615029037995046,0.02227876498363912,0.004788442971449437,0.022238871548324823,0.00026163378292146854,0.00026430608704686165,7.380355180767668e-05
0.25,dual_tree_hvg,16384,1.8845148896798491,0.028992536764305372,0.028767216950654984,0.006499038137548856,0.017429746221750975,0.000272339784714859,0.0002710404805839062,9.198302873642551e-05
0.25,dual_tree_hvg,20480,1.7238646275363863,0.0331512428372382,0.03295952524058521,0.005872322431497241,0.013169441372156143,0.0002582243406305126,0.0002580569125711918,7.095238901660449e-05
0.25,dual_tree_hvg,24576,1.6296667871065438,0.037899227607128924,0.038076046854257584,0.003967890528960127,0.010925933253020048,0.00026014126792904877,0.00025542802177369595,7.468436111657984e-05
0.25,dual_tree_hvg,28672,1.6758317789062858,0.045292750781250966,0.04498164402320981,0.0064226428132143675,0.009938139002770185,0.0002760594167436163,0.00026744138449430466,7.37114795239834e-05
0.25,dual_tree_hvg,32768,1.9888367569074035,0.06026778051234556,0.060312286019325256,0.018216950696426946,0.00866005104035139,0.00027062659501098096,0.00026735151186585426,8.267680576629285e-05
0.25,dual_tree_hvg,36864,1.5061462833546102,0.05193607873636587,0.0520946248434484,0.007650191339481243,0.006969338282942772,0.00024890493867652755,0.0002438570372760296,6.60696577238646e-05
0.25,dual_tree_hvg,40960,1.5814505843445659,0.060825022474791,0.06021760613657534,0.006626389344488063,0.006739055272191763,0.0002695622108876705,0.0002571078948676586,7.666849579423175e-05
0.25,dual_tree_hvg,45056,1.7189500331878662,0.07162291804949443,0.07254359545186162,0.0132450402678967,0.006527435500174761,0.00028380154348585916,0.0002760370261967182,8.465110428713807e-05
0.25,dual_tree_hvg,49152,2.0168021745048463,0.09167282611385665,0.09222790342755616,0.018941213818401033,0.006450240034610033,0.0003071542873623825,0.00031350692734122276,0.00010156376427441589
0.25,dual_tree_hvg,53248,1.7284369147382677,0.08642184573691339,0.08657572860829532,0.008302849241839183,0.005676785483956337,0.000298778183366123,0.0002832082100212574,7.932742371636638e-05
0.25,dual_tree_hvg,57344,2.0191705864854157,0.10627213613081135,0.10683201206848025,0.022877444916335993,0.0062502180226147175,0.0003472343345897065,0.0003332570195198059,0.00011604007345990665
0.25,dual_tree_hvg,61440,1.5288685793057084,0.08493714329476158,0.08694321848452091,0.02037170203856296,0.004500730894505978,0.00026474887614741046,0.00023786677047610283,8.754698345129104e-05
0.25,dual_tree_hvg,65536,1.702481361106038,0.10014596241800224,0.10286240233108401,0.02583047814600205,0.004739727359265089,0.00029623295995406806,0.0002696781884878874,9.41909292348689e-05
0.25,dual_tree_hvg,69632,1.6473523671738803,0.10295952294836752,0.10834921640343964,0.025974554340113778,0.004890962038189173,0.0003260641358792782,0.00029348814859986305,0.00010784573739782422
0.25,dual_tree_hvg,73728,2.3923314209096134,0.15948876139397422,0.16359957167878747,0.04369619892759897,0.004753938410431147,0.00033956702931651047,0.00034449389204382896,0.00017792334408822847
0.25,dual_tree_hvg,77824,1.8183670118451118,0.12988335798893655,0.13089355686679482,0.023305697663515545,0.0041041141375899315,0.00031570108750691783,0.0002913372591137886,0.00013824432043133618
0.25,dual_tree_hvg,81920,1.9570113383233547,0.15053933371718115,0.15028286399319768,0.013714586814979139,0.003633776679635048,0.00030281472330292064,0.0002554217353463173,0.00014112956577847817
0.25,dual_tree_hvg,86016,1.7994301114231348,0.13841770087870267,0.14475437020882964,0.0332141560518972,0.004051638767123222,0.0003376365639269352,0.00033021997660398483,0.00010009063484416583
0.25,dual_tree_hvg,90112,1.777607994619757,0.1481339995516464,0.15050684264861047,0.019014122119578727,0.003709457814693451,0.00033722343769940465,0.00028251763433218,0.00012101416175852211
0.25,dual_tree_hvg,94208,1.5827100328169763,0.13189250273474803,0.1390343690291047,0.035342015267203285,0.0033431858755648136,0.00030392598868771034,0.00029029930010437965,9.557535254336763e-05
